,AGE,SEX,DRINKING,DRUGS,ALC_DET,ALC_STATUS,DRUG_DET,DSTATUS,INJ_SEV,PER_TYP,DAY_WEEK,HOUR_x,WEATHER,LGT_COND,STATE_x
14282,51,2,9,9,9,0,8,0,0,1,3,8,1,1,6
14283,25,1,9,9,9,8,8,8,4,1,3,19,1,3,6
14284,31,1,1,0,1,2,8,2,4,1,6,18,1,3,6
14285,22,1,0,1,1,2,1,2,4,1,4,10,1,1,6
14286,26,1,0,8,2,2,8,0,0,1,4,10,1,1,6
14287,66,1,9,9,9,0,8,2,4,5,3,17,1,5,6
14288,21,1,0,0,5,0,3,0,0,1,3,17,1,5,6
14289,24,1,8,8,9,0,8,0,0,2,3,17,1,5,6
14290,58,2,9,9,9,8,8,8,4,5,7,22,5,3,6
14291,24,2,1,1,1,2,1,2,3,1,7,22,5,3,6
14292,41,9,9,9,9,2,8,2,4,5,3,19,1,1,6
14293,999,9,9,9,9,0,8,0,9,1,3,19,1,1,6
14294,45,2,0,0,3,0,3,0,0,1,1,18,1,3,6
14295,41,1,0,0,9,2,8,2,4,1,1,18,1,3,6
14296,64,2,9,9,9,2,8,2,4,5,3,21,1,3,6
14297,35,1,0,0,9,0,8,0,0,1,3,21,1,3,6
14298,8,1,8,8,9,0,8,0,0,2,3,21,1,3,6
14299,90,2,0,0,9,8,8,8,4,5,7,18,1,1,6
14300,12,2,0,0,9,0,8,0,3,5,7,18,1,1,6
14301,71,1,0,0,9,0,8,0,0,1,7,18,1,1,6
14302,52,2,0,0,9,0,8,0,0,2,7,18,1,1,6
14303,19,1,0,1,1,2,1,2,2,1,3,22,1,3,6
14304,23,1,8,8,9,0,8,0,2,2,3,22,1,3,6
14305,64,1,0,8,9,2,8,2,4,1,3,22,1,3,6
14306,61,2,0,8,9,0,8,0,0,1,3,22,1,3,6
14307,63,1,0,0,9,0,8,0,4,1,1,16,1,1,6
14308,46,2,9,9,9,0,8,0,0,1,1,16,1,1,6
14309,41,1,9,9,9,2,8,2,4,5,3,4,1,3,6
14310,19,1,0,8,9,0,8,0,0,1,3,4,1,3,6
14311,63,2,9,9,9,0,8,0,4,5,6,19,1,3,6
14312,35,1,0,0,5,2,3,2,0,1,6,19,1,3,6
14313,16,1,0,0,1,2,1,2,4,5,5,22,1,3,6
14314,28,1,0,8,9,0,8,0,0,1,5,22,1,3,6
14315,6,2,8,8,9,0,8,0,0,2,5,22,1,3,6
14316,3,1,8,8,9,0,8,0,0,2,5,22,1,3,6
14317,25,1,1,0,1,2,8,2,4,1,7,4,1,3,6
14318,30,1,9,9,9,8,8,8,4,1,7,12,1,1,6
14319,64,1,0,8,9,0,8,0,0,1,7,12,1,1,6
14320,52,2,1,1,1,2,1,2,4,1,5,21,1,3,6
14321,23,1,8,8,9,0,8,0,3,2,5,21,1,3,6
14322,20,2,0,0,9,0,8,0,1,1,5,21,1,3,6
14323,18,2,8,8,9,0,8,0,1,2,5,21,1,3,6
14324,30,1,9,9,9,2,8,2,4,5,5,5,1,4,6
14325,48,2,0,0,9,0,8,0,0,1,5,5,1,4,6
14326,25,1,1,0,9,8,8,9,4,1,3,3,1,3,6
14327,60,2,9,9,9,2,8,2,4,5,6,6,1,3,6
14328,999,9,9,9,9,0,8,0,0,1,6,6,1,3,6
14329,38,1,0,0,9,0,8,0,0,1,6,6,1,3,6
14330,62,1,0,0,1,2,8,0,0,1,7,17,1,3,6
14331,47,1,9,9,9,8,8,8,4,1,7,17,1,3,6
14332,47,1,9,9,9,2,8,2,4,5,7,18,1,3,6
14333,36,1,0,0,9,2,8,2,0,1,7,18,1,3,6
14334,30,1,0,0,9,8,8,8,4,1,7,16,1,1,6
14335,34,1,0,1,1,2,1,2,4,1,7,16,1,1,6
14336,46,1,0,0,1,2,8,0,1,1,7,16,1,1,6
14337,33,1,1,0,9,8,8,8,1,1,7,3,1,3,6
14338,21,2,9,9,9,2,8,2,4,1,7,3,1,3,6
14339,21,2,8,8,9,2,8,2,4,2,7,3,1,3,6
14340,20,2,8,8,9,0,8,0,3,2,7,3,1,3,6
14341,66,1,8,8,9,2,8,2,4,5,6,13,1,1,6
14342,24,1,8,8,9,0,8,0,3,5,6,13,1,1,6
14343,39,1,8,8,9,0,8,0,3,5,6,13,1,1,6
14344,19,1,8,8,9,0,8,0,2,5,6,13,1,1,6
14345,14,1,8,8,9,0,8,0,3,5,6,13,1,1,6
14346,20,2,8,8,9,0,8,0,2,5,6,13,1,1,6
14347,33,1,9,9,9,0,8,0,0,1,6,13,1,1,6
14348,998,1,9,9,9,0,8,0,9,1,6,13,1,1,6
14349,70,2,0,0,9,2,8,2,4,5,1,20,1,3,6
14350,71,1,0,0,9,0,8,0,3,5,1,20,1,3,6
14351,31,1,9,9,9,0,8,0,0,1,1,20,1,3,6
14352,22,1,9,9,9,0,8,0,4,5,1,14,1,1,6
14353,999,9,9,9,9,0,8,0,9,1,1,14,1,1,6
14354,64,1,9,9,9,2,8,2,4,6,4,19,1,3,6
14355,999,9,9,9,9,0,8,0,9,1,4,19,1,3,6
14356,64,1,1,1,1,2,1,2,4,12,6,18,1,3,6
14357,41,1,0,0,1,2,8,0,0,1,6,18,1,3,6
14358,38,2,8,8,9,0,8,0,0,2,6,18,1,3,6
14359,5,1,8,8,9,0,8,0,0,2,6,18,1,3,6
14360,7,1,8,8,9,0,8,0,0,2,6,18,1,3,6
14361,27,2,8,8,9,0,8,0,0,2,6,18,1,3,6
14362,12,2,8,8,9,0,8,0,0,2,6,18,1,3,6
14363,12,2,8,8,9,0,8,0,0,2,6,18,1,3,6
14364,18,1,8,8,9,0,8,0,0,2,6,18,1,3,6
14365,22,1,0,8,9,2,8,2,4,1,4,5,2,2,6
14366,81,1,0,0,9,0,8,0,4,1,4,16,1,1,6
14367,62,1,9,9,9,2,8,2,4,6,7,17,1,3,6
14368,61,1,0,0,5,0,3,0,0,1,7,17,1,3,6
14369,85,2,0,0,9,2,8,2,4,5,1,17,1,3,6
14370,999,9,9,9,9,0,8,0,9,1,1,17,1,3,6
14371,65,1,1,0,1,2,1,2,4,5,3,0,1,2,6
14372,66,1,0,0,2,2,3,0,0,1,3,0,1,2,6
14373,41,1,0,0,1,2,1,2,4,1,5,17,1,2,6
14374,48,1,0,8,9,0,8,0,0,1,5,17,1,2,6
14375,11,1,8,8,9,0,8,0,0,2,5,17,1,2,6
14376,25,1,9,9,9,8,8,8,4,1,6,10,1,1,6
14377,89,1,0,0,3,0,3,0,0,1,6,10,1,1,6
14378,59,2,0,0,3,0,3,0,3,1,6,10,1,1,6
14379,35,2,8,8,9,0,8,0,2,2,6,10,1,1,6
14380,32,1,1,1,1,2,1,2,4,1,5,20,1,3,6
14381,26,2,1,1,1,2,1,2,4,1,5,20,1,3,6
14382,10,1,8,8,9,2,8,2,4,2,5,20,1,3,6
14383,27,2,8,8,9,0,8,0,3,2,5,20,1,3,6
14384,42,1,9,9,9,9,8,9,4,5,1,19,1,3,6
14385,30,1,1,1,1,2,1,2,2,1,1,19,1,3,6
14386,33,1,9,9,9,2,8,2,4,6,2,17,1,3,6
14387,27,1,9,9,9,8,8,8,0,1,2,17,1,3,6
14388,26,2,8,8,9,0,8,0,2,2,2,17,1,3,6
14389,52,1,0,1,9,2,8,2,4,1,4,12,1,1,6
14390,47,2,0,0,9,8,8,8,0,1,4,12,1,1,6
14391,19,2,8,8,9,0,8,0,0,2,4,12,1,1,6
14392,4,2,8,8,9,0,8,0,0,2,4,12,1,1,6
14393,73,1,9,9,9,2,8,2,4,6,4,18,1,3,6
14394,61,2,0,0,9,8,8,8,0,1,4,18,1,3,6
14395,44,2,0,1,1,2,1,2,4,5,6,17,1,3,6
14396,17,2,0,0,1,2,1,2,0,1,6,17,1,3,6
14397,42,1,9,9,9,8,8,8,4,5,7,18,10,3,6
14398,998,1,9,9,9,0,8,0,9,1,7,18,10,3,6
14399,998,8,9,9,9,0,8,0,0,1,7,18,10,3,6
14400,11,1,9,9,9,9,8,9,4,12,1,5,1,2,6
14401,24,1,0,0,5,0,3,0,0,1,1,5,1,2,6
14402,40,1,1,0,1,2,1,2,4,5,1,18,1,3,6
14403,61,1,0,0,2,2,3,0,0,1,1,18,1,3,6
14404,61,2,8,8,9,0,8,0,2,2,1,18,1,3,6
14405,26,1,0,0,2,2,3,0,0,1,1,18,1,3,6
14406,54,2,0,8,9,8,8,8,4,5,5,15,1,1,6
14407,27,2,0,8,9,0,8,0,0,1,5,15,1,1,6
14408,28,1,8,8,9,0,8,0,0,2,5,15,1,1,6
14409,75,1,9,9,9,8,8,8,4,1,4,11,1,1,6
14410,75,2,8,8,9,8,8,8,4,2,4,11,1,1,6
14411,46,1,0,0,9,0,8,0,3,1,4,11,1,1,6
14412,18,1,8,8,9,0,8,0,3,2,4,11,1,1,6
14413,28,1,9,9,9,2,8,2,4,1,1,3,10,3,6
14414,30,1,8,8,9,0,8,0,2,2,1,3,10,3,6
14415,27,1,0,0,9,0,8,0,0,1,1,3,10,3,6
14416,16,2,0,0,9,0,8,0,0,1,5,17,1,5,6
14417,17,2,0,0,9,0,8,0,9,2,5,17,1,5,6
14418,43,2,9,9,9,2,8,2,4,1,5,17,1,5,6
14419,33,2,9,9,9,2,8,2,4,1,7,0,1,3,6
14420,53,1,1,0,9,8,8,8,4,6,1,2,1,3,6
14421,25,1,9,9,9,0,8,0,0,1,1,2,1,3,6
14422,22,1,1,0,1,2,1,2,4,1,7,23,1,3,6
14423,27,2,8,8,9,2,8,2,4,2,7,23,1,3,6
14424,35,1,9,9,9,0,8,0,4,5,1,0,1,3,6
14425,999,1,9,9,9,0,8,0,0,1,1,0,1,3,6
14426,32,1,1,0,9,8,8,8,4,1,4,21,10,2,6
14427,38,2,9,9,9,2,8,2,4,1,4,18,1,1,6
14428,64,1,9,9,9,2,8,2,4,5,1,18,1,2,6
14429,22,1,0,0,2,2,3,0,0,1,1,18,1,2,6
14430,45,1,9,9,9,9,8,9,4,1,5,21,1,2,6
14431,65,2,9,9,9,2,8,2,4,5,3,6,1,3,6
14432,998,8,9,9,9,0,8,0,9,1,3,6,1,3,6
14433,15,2,8,8,9,0,8,0,4,6,6,22,1,3,6
14434,38,1,0,0,2,2,8,0,0,1,6,22,1,3,6
14435,40,2,8,8,9,0,8,0,0,2,6,22,1,3,6
14436,37,1,8,8,9,8,8,8,4,5,3,23,1,3,6
14437,21,2,0,0,3,2,8,2,0,1,3,23,1,3,6
14438,19,1,8,8,9,0,8,0,1,2,3,23,1,3,6
14439,32,1,9,9,9,2,8,2,0,1,3,23,1,3,6
14440,42,1,0,1,9,2,8,2,4,5,5,6,1,3,6
14441,30,1,9,9,9,0,8,0,0,1,5,6,1,3,6
14442,41,1,9,9,9,2,8,2,4,1,4,9,1,1,6
14443,62,2,0,0,9,0,8,0,1,1,4,9,1,1,6
14444,86,2,8,8,9,0,8,0,2,2,4,9,1,1,6
14445,26,1,1,1,1,2,1,2,4,5,5,3,1,6,6
14446,70,1,0,0,4,2,1,2,0,1,5,3,1,6,6
14447,22,1,1,0,5,2,8,2,2,1,7,18,1,1,6
14448,31,1,8,8,9,2,8,2,4,2,7,18,1,1,6
14449,998,1,8,8,9,0,8,0,3,2,7,18,1,1,6
14450,33,1,0,0,9,0,8,0,1,1,7,18,1,1,6
14451,4,1,8,8,9,0,8,0,2,2,7,18,1,1,6
14452,33,2,8,8,9,0,8,0,1,2,7,18,1,1,6
14453,16,2,8,8,9,0,8,0,2,2,7,18,1,1,6
14454,13,2,8,8,9,0,8,0,0,2,7,18,1,1,6
14455,26,2,0,0,9,0,8,0,2,1,7,18,1,1,6
14456,27,1,8,8,9,0,8,0,1,2,7,18,1,1,6
14457,3,1,8,8,9,0,8,0,0,2,7,18,1,1,6
14458,35,1,9,8,9,0,8,0,4,1,7,17,1,1,6
14459,53,1,0,8,9,0,8,0,0,1,7,17,1,1,6
14460,17,1,0,8,9,0,8,0,0,2,7,17,1,1,6
14461,46,2,0,8,9,0,8,0,1,1,7,17,1,1,6
14462,66,1,0,0,9,2,8,2,4,5,4,21,1,3,6
14463,28,1,0,1,9,8,8,8,0,1,4,21,1,3,6
14464,24,1,9,8,9,2,8,2,4,6,1,13,1,1,6
14465,64,1,0,8,9,0,8,0,0,1,1,13,1,1,6
14466,27,1,1,1,1,2,1,2,4,1,1,3,1,2,6
14467,23,2,0,0,1,2,1,2,3,1,1,3,1,2,6
14468,71,1,0,0,1,2,1,2,1,1,2,6,1,3,6
14469,68,1,0,8,9,0,8,0,4,2,2,6,1,3,6
14470,46,1,0,0,9,2,8,2,0,1,2,6,1,3,6
14471,55,1,9,9,9,2,8,2,4,1,1,2,1,3,6
14472,18,1,1,1,1,2,1,2,4,1,6,20,1,3,6
14473,18,2,8,8,9,2,8,2,4,2,6,20,1,3,6
14474,17,2,8,8,9,0,8,0,1,2,6,20,1,3,6
14475,52,1,0,0,1,2,1,2,4,1,5,5,1,4,6
14476,27,1,9,9,9,2,8,2,4,1,2,7,10,1,6
14477,23,1,1,0,3,2,8,0,3,1,1,21,1,2,6
14478,33,1,0,1,1,2,1,2,4,1,1,21,1,2,6
14479,34,2,8,8,9,0,8,0,3,2,1,21,1,2,6
14480,51,1,9,9,9,8,8,8,4,5,5,12,1,1,6
14481,22,1,9,9,9,0,8,0,0,1,5,12,1,1,6
14482,22,1,1,1,1,2,1,2,2,1,1,5,1,3,6
14483,37,2,9,8,9,0,8,0,3,1,1,5,1,3,6
14484,35,2,8,8,9,2,8,2,4,2,1,5,1,3,6
14485,43,1,9,9,9,8,8,8,4,5,1,21,1,3,6
14486,998,8,9,9,9,0,8,0,0,1,1,21,1,3,6
14487,50,2,0,0,9,0,8,0,0,1,1,21,1,3,6
14488,60,2,9,9,9,2,8,2,4,5,5,15,1,1,6
14489,27,2,9,9,9,2,8,2,4,5,5,15,1,1,6
14490,45,1,8,1,9,8,2,8,2,1,5,15,1,1,6
14491,30,1,0,8,9,0,8,0,0,1,5,15,1,1,6
14492,50,1,9,9,9,8,8,8,4,5,5,5,1,3,6
14493,61,1,9,9,9,0,8,0,0,1,5,5,1,3,6
14494,27,1,9,9,9,2,8,2,4,5,5,23,1,3,6
14495,27,1,9,8,9,0,8,0,0,1,5,23,1,3,6
14496,58,1,0,1,9,2,8,2,4,1,1,9,1,1,6
14497,56,2,0,0,3,0,2,0,0,1,1,9,1,1,6
14498,69,2,0,0,9,2,8,2,4,5,1,14,1,1,6
14499,59,1,0,0,9,0,8,0,0,1,1,14,1,1,6
14500,33,2,0,0,9,0,8,0,0,1,5,23,1,3,6
14501,65,1,8,8,9,2,8,2,4,2,5,23,1,3,6
14502,34,1,1,0,1,2,8,0,2,1,5,23,1,3,6
14503,34,1,9,9,9,2,8,2,4,5,3,15,1,1,6
14504,25,1,0,8,9,0,8,0,0,1,3,15,1,1,6
14505,3,1,8,8,9,0,8,0,0,3,3,15,1,1,6
14506,46,1,0,0,5,0,3,0,2,1,2,5,1,2,6
14507,36,1,9,9,9,8,8,8,4,1,2,5,1,2,6
14508,20,1,0,0,9,0,8,0,0,1,1,9,1,1,6
14509,61,1,0,0,9,0,8,0,3,1,1,9,1,1,6
14510,86,1,0,8,9,2,8,2,4,2,1,9,1,1,6
14511,29,2,0,0,9,0,8,0,1,1,1,9,1,1,6
14512,35,1,1,1,1,2,1,2,4,1,7,0,10,3,6
14513,42,1,9,9,9,2,8,2,4,5,2,3,1,3,6
14514,42,1,0,0,9,0,8,0,0,1,2,3,1,3,6
14515,70,8,0,0,9,2,8,2,4,5,4,18,1,3,6
14516,999,9,9,9,9,0,8,0,9,1,4,18,1,3,6
14517,38,1,0,0,9,0,8,0,0,1,3,11,1,1,6
14518,27,1,8,8,9,0,8,0,0,2,3,11,1,1,6
14519,27,1,8,8,9,0,8,0,0,2,3,11,1,1,6
14520,22,2,9,1,9,2,1,2,4,1,3,11,1,1,6
14521,28,1,9,9,9,2,8,2,4,5,1,19,1,2,6
14522,49,1,0,0,9,0,8,0,0,1,1,19,1,2,6
14523,27,1,9,9,9,2,8,2,4,1,6,2,1,3,6
14524,22,2,1,8,1,2,8,2,4,5,6,21,1,3,6
14525,41,2,0,0,1,2,1,2,0,1,6,21,1,3,6
14526,29,1,1,1,1,2,1,2,3,1,5,11,1,1,6
14527,67,1,9,9,9,2,8,2,4,1,5,11,1,1,6
14528,40,1,0,8,9,9,8,9,4,6,2,10,1,1,6
14529,49,1,9,8,9,0,8,0,9,1,2,10,1,1,6
14530,63,2,9,9,9,2,8,2,4,6,2,8,1,1,6
14531,70,2,9,9,9,0,8,0,0,1,2,8,1,1,6
14532,29,1,0,1,9,0,8,0,4,5,7,6,1,4,6
14533,40,2,0,0,1,2,1,2,5,1,7,6,1,4,6
14534,49,1,8,8,9,0,8,0,4,6,3,20,1,3,6
14535,23,1,8,8,9,0,8,0,0,1,3,20,1,3,6
14536,27,1,8,8,9,0,8,0,0,2,3,20,1,3,6
14537,1,1,8,8,9,0,8,0,0,2,3,20,1,3,6
14538,43,1,9,9,9,2,8,2,4,1,3,23,1,3,6
14539,33,1,1,1,9,2,1,2,4,5,3,16,1,1,6
14540,28,2,0,8,9,0,8,0,0,1,3,16,1,1,6
14541,62,2,8,8,9,0,8,0,0,2,3,16,1,1,6
14542,2,1,8,8,9,0,8,0,0,2,3,16,1,1,6
14543,3,1,8,8,9,0,8,0,0,2,3,16,1,1,6
14544,26,2,8,1,9,2,1,2,4,1,1,18,1,2,6
14545,21,1,0,0,5,2,1,2,3,1,6,16,1,1,6
14546,26,2,9,9,9,0,8,0,3,1,6,16,1,1,6
14547,25,1,8,8,9,8,8,8,4,2,6,16,1,1,6
14548,5,1,9,8,9,0,8,0,1,2,6,16,1,1,6
14549,1,1,8,8,9,0,8,0,1,2,6,16,1,1,6
14550,20,1,0,0,9,0,8,0,0,1,6,16,1,1,6
14551,21,2,8,8,9,0,8,0,0,2,6,16,1,1,6
14552,28,1,0,1,1,2,1,2,4,5,2,21,1,3,6
14553,38,2,0,1,1,2,1,2,0,1,2,21,1,3,6
14554,22,2,0,0,1,2,1,2,0,1,2,21,1,3,6
14555,20,1,0,0,9,2,8,2,4,1,3,23,1,3,6
14556,33,2,1,0,5,0,8,0,2,1,1,16,10,5,6
14557,35,1,8,8,9,2,8,2,4,2,1,16,10,5,6
14558,47,1,0,8,9,0,8,0,2,1,6,19,1,2,6
14559,46,2,8,8,9,8,8,8,4,2,6,19,1,2,6
14560,26,1,0,8,9,0,8,0,0,1,6,19,1,2,6
14561,88,1,0,8,9,0,8,0,0,1,5,17,1,5,6
14562,55,1,9,8,9,8,8,8,4,1,5,17,1,5,6
14563,20,1,1,1,1,2,1,2,4,1,2,0,1,3,6
14564,36,1,1,1,1,2,1,2,4,2,2,0,1,3,6
14565,23,1,1,1,1,2,1,2,1,1,6,23,1,2,6
14566,31,1,9,8,9,0,8,0,4,1,6,23,1,2,6
14567,4,8,8,8,9,0,8,0,4,2,6,23,1,2,6
14568,2,2,8,8,9,0,8,0,4,2,6,23,1,2,6
14569,8,1,8,8,9,0,8,0,2,2,6,23,1,2,6
14570,6,2,8,8,9,0,8,0,3,2,6,23,1,2,6
14571,61,1,0,1,1,2,1,2,4,1,2,12,1,1,6
14572,22,1,9,9,9,2,8,2,4,1,1,18,1,1,6
14573,44,1,9,9,9,0,8,0,4,1,7,17,1,1,6
14574,60,2,0,0,9,0,8,0,2,1,7,17,1,1,6
14575,21,2,1,9,1,2,8,2,4,5,2,4,2,3,6
14576,63,1,0,0,9,0,8,0,1,1,2,4,2,3,6
14577,43,1,0,1,1,2,1,2,4,1,1,18,1,3,6
14578,84,1,9,9,9,2,8,8,4,1,3,0,1,3,6
14579,47,1,8,1,9,2,1,2,4,5,2,23,1,2,6
14580,999,9,9,9,9,0,8,0,0,1,2,23,1,2,6
14581,78,1,0,0,9,8,8,8,4,5,6,19,1,1,6
14582,998,8,9,9,9,0,8,0,0,1,6,19,1,1,6
14583,37,1,1,0,1,2,1,2,4,1,7,14,1,1,6
14584,38,1,8,8,9,0,8,0,3,2,7,14,1,1,6
14585,18,2,8,8,9,0,8,0,2,2,7,14,1,1,6
14586,71,1,0,8,9,0,8,0,1,1,7,14,1,1,6
14587,30,1,0,8,9,0,8,0,1,1,7,14,1,1,6
14588,72,1,8,8,9,0,8,0,1,1,7,14,1,1,6
14589,28,1,1,1,1,2,1,2,4,1,5,0,1,3,6
14590,31,1,1,0,5,0,3,0,1,2,5,0,1,3,6
14591,31,1,1,1,1,2,1,2,3,1,6,23,1,3,6
14592,34,1,8,8,9,2,8,2,4,2,6,23,1,3,6
14593,56,1,0,9,9,0,8,0,4,5,1,21,1,3,6
14594,998,8,9,9,9,0,8,0,9,1,1,21,1,3,6
14595,47,1,1,1,1,2,1,2,0,1,2,2,1,3,6
14596,34,1,0,8,9,8,8,8,4,1,2,2,1,3,6
14597,81,1,0,0,9,2,8,2,4,5,5,5,1,3,6
14598,49,1,0,0,9,0,8,0,0,1,5,5,1,3,6
14599,55,1,0,1,1,2,1,2,0,1,6,16,1,1,6
14600,30,1,0,1,1,2,1,2,4,1,6,16,1,1,6
14601,37,1,9,9,9,0,8,0,0,1,6,18,1,3,6
14602,62,1,9,9,9,2,8,2,4,1,6,18,1,3,6
14603,83,2,0,0,1,2,1,2,0,1,3,14,1,1,6
14604,35,1,0,1,1,2,1,2,4,1,3,14,1,1,6
14605,26,1,1,1,1,2,1,2,4,5,4,22,1,2,6
14606,27,1,0,0,9,0,8,0,0,1,4,22,1,2,6
14607,29,2,0,0,9,0,8,0,0,1,4,22,1,2,6
14608,55,2,0,0,9,0,8,0,0,1,4,22,1,2,6
14609,54,2,9,9,9,0,8,0,0,1,4,22,1,2,6
14610,59,1,0,0,9,0,8,0,0,1,3,7,1,1,6
14611,37,1,9,9,9,2,8,2,4,1,3,7,1,1,6
14612,30,1,9,9,9,8,8,8,4,1,1,19,1,2,6
14613,48,1,9,8,9,8,8,8,4,5,1,11,1,1,6
14614,37,1,9,9,9,0,8,0,0,1,1,11,1,1,6
14615,17,1,0,0,9,0,8,0,3,5,5,2,1,3,6
14616,19,1,0,0,9,0,8,0,3,5,5,2,1,3,6
14617,22,1,0,0,1,2,3,2,0,1,5,2,1,3,6
14618,23,1,8,8,9,2,8,2,4,2,5,2,1,3,6
14619,19,1,0,0,9,0,8,0,2,2,5,2,1,3,6
14620,998,8,8,8,9,0,8,0,9,2,5,2,1,3,6
14621,998,8,8,8,9,0,8,0,9,2,5,2,1,3,6
14622,39,2,1,0,8,0,8,0,1,1,1,18,1,1,6
14623,34,1,8,8,9,0,8,0,1,2,1,18,1,1,6
14624,53,2,0,0,2,2,8,0,3,1,1,18,1,1,6
14625,52,2,0,0,9,2,8,2,4,1,1,18,1,1,6
14626,41,1,8,8,9,0,8,0,2,2,1,18,1,1,6
14627,7,2,8,8,9,0,8,0,3,2,1,18,1,1,6
14628,12,1,8,8,9,0,8,0,2,2,1,18,1,1,6
14629,68,1,9,9,9,2,8,2,4,5,6,14,1,1,6
14630,23,1,0,1,3,0,3,2,2,1,6,14,1,1,6
14631,62,1,0,1,1,2,1,2,4,5,7,5,1,3,6
14632,62,1,0,0,5,2,8,2,0,1,7,5,1,3,6
14633,81,2,0,0,1,2,1,2,4,5,3,13,1,1,6
14634,54,1,0,0,9,0,8,0,0,1,3,13,1,1,6
14635,35,1,1,1,1,2,1,2,4,1,6,2,1,3,6
14636,36,1,8,8,9,2,8,2,4,5,6,23,1,3,6
14637,48,1,1,0,1,2,8,0,0,1,6,23,1,3,6
14638,30,1,8,8,9,2,8,2,4,1,6,21,10,3,6
14639,30,1,9,9,9,2,8,2,4,1,7,19,1,3,6
14640,39,1,0,1,1,2,2,2,4,1,3,99,98,8,6
14641,38,2,9,9,9,8,8,8,4,6,1,22,1,3,6
14642,999,9,9,9,9,0,8,0,9,1,1,22,1,3,6
14643,0,1,8,8,9,0,8,0,2,6,4,20,1,3,6
14644,5,2,8,8,9,0,8,0,2,6,4,20,1,3,6
14645,37,1,9,9,9,0,8,0,4,6,4,20,1,3,6
14646,998,8,9,9,9,0,8,0,9,1,4,20,1,3,6
14647,61,1,9,9,9,8,8,8,4,5,2,3,1,3,6
14648,71,2,9,8,9,8,8,8,9,1,2,3,1,3,6
14649,999,9,9,9,9,0,8,0,9,1,2,3,1,3,6
14650,39,1,9,9,9,2,8,2,4,1,4,9,1,1,6
14651,64,1,0,0,9,0,8,0,0,1,4,9,1,1,6
14652,31,1,9,9,9,8,8,8,4,1,1,2,1,3,6
14653,61,1,0,0,9,0,8,0,0,1,1,2,1,3,6
14654,34,2,1,0,1,2,1,2,3,1,7,22,1,3,6
14655,12,1,8,8,9,8,8,8,4,2,7,22,1,3,6
14656,33,2,0,8,9,0,8,0,3,2,7,22,1,3,6
14657,14,1,8,8,9,0,8,0,3,2,7,22,1,3,6
14658,25,1,0,8,9,0,8,0,3,1,7,22,1,3,6
14659,23,1,0,0,9,0,8,0,0,1,3,17,1,1,6
14660,65,1,0,0,9,0,8,0,2,1,3,17,1,1,6
14661,24,1,0,0,9,0,8,0,0,1,3,17,1,1,6
14662,39,1,0,0,9,2,8,2,4,1,3,17,1,1,6
14663,29,1,0,0,9,0,8,0,0,1,3,17,1,1,6
14664,24,2,0,0,9,0,8,0,0,1,3,17,1,1,6
14665,43,2,0,0,9,0,8,0,0,1,3,17,1,1,6
14666,66,1,0,0,9,0,8,0,0,1,3,17,1,1,6
14667,17,2,8,8,9,0,8,0,3,2,3,17,1,1,6
14668,16,2,8,8,9,0,8,0,2,2,3,17,1,1,6
14669,16,2,8,8,9,0,8,0,2,2,3,17,1,1,6
14670,39,2,0,0,9,0,8,0,0,1,3,17,1,1,6
14671,36,2,0,0,9,0,8,0,0,1,3,17,1,1,6
14672,37,1,0,0,9,0,8,0,0,1,3,17,1,1,6
14673,69,1,0,0,1,2,1,2,4,5,1,18,1,2,6
14674,53,2,0,1,1,2,1,2,0,1,1,18,1,2,6
14675,37,1,1,0,9,2,1,2,4,5,1,19,10,3,6
14676,36,2,0,0,9,0,8,0,0,1,1,19,10,3,6
14677,77,2,8,8,9,0,8,0,0,2,1,19,10,3,6
14678,70,1,9,9,9,0,8,0,4,5,4,21,10,2,6
14679,70,1,0,0,9,0,8,0,0,1,4,21,10,2,6
14680,30,1,1,8,9,0,8,0,4,5,1,19,1,3,6
14681,36,2,0,1,1,2,1,2,0,1,1,19,1,3,6
14682,8,1,8,8,9,0,8,0,0,2,1,19,1,3,6
14683,74,1,0,0,9,2,8,2,0,1,6,15,1,1,6
14684,46,1,0,0,9,2,8,2,4,1,6,15,1,1,6
14685,13,2,0,0,1,2,1,2,4,5,6,20,1,3,6
14686,16,2,0,0,9,0,8,0,0,1,6,20,1,3,6
14687,17,2,8,8,9,0,8,0,0,2,6,20,1,3,6
14688,16,2,8,8,9,0,8,0,0,2,6,20,1,3,6
14689,24,1,9,9,9,2,8,2,4,1,1,12,1,1,6
14690,59,1,0,0,5,2,3,2,4,6,6,19,1,3,6
14691,39,1,0,0,9,0,8,0,0,1,6,19,1,3,6
14692,69,1,1,1,1,2,1,2,4,5,4,23,1,3,6
14693,58,1,1,0,1,2,1,2,0,1,4,23,1,3,6
14694,24,1,8,8,9,0,8,0,0,2,4,23,1,3,6
14695,29,1,1,1,1,2,1,2,4,1,1,3,2,3,6
14696,41,1,0,0,1,2,1,2,0,1,1,16,1,3,6
14697,69,2,8,8,9,0,8,0,0,2,1,16,1,3,6
14698,14,2,8,8,9,0,8,0,0,2,1,16,1,3,6
14699,16,1,8,8,9,0,8,0,0,2,1,16,1,3,6
14700,31,1,0,0,1,2,1,2,4,1,1,16,1,3,6
14701,42,2,0,0,9,2,1,2,4,6,1,15,1,1,6
14702,44,1,0,0,9,0,8,0,0,1,1,15,1,1,6
